"id-mapa";"anio";"mes";"dia";"fecha";"franja";"tipo";"subtipo";"uso_arma";"uso_moto";"barrio";"comuna";"latitud";"longitud";"cantidad"
1;2022;"OCTUBRE";"VIERNES";"2022-10-14";3;"Robo";"Robo total";"NO";"NO";"CHACARITA";15;-34.584136;-58.454704;1
2;2022;"OCTUBRE";"JUEVES";"2022-10-27";5;"Robo";"Robo total";"NO";"NO";"BARRACAS";4;-34.645043;-58.373194;1
3;2022;"NOVIEMBRE";"MARTES";"2022-11-29";0;"Robo";"Robo total";"NO";"NO";"CHACARITA";15;-34.589982;-58.446471;1
4;2022;"NOVIEMBRE";"LUNES";"2022-11-28";0;"Robo";"Robo total";"NO";"NO";"CHACARITA";15;-34.58832;-58.441232;1
5;2022;"NOVIEMBRE";"MIERCOLES";"2022-11-30";3;"Robo";"Robo total";"NO";"NO";"RECOLETA";2;-34.596748;-58.413609;1
6;2022;"MAYO";"MARTES";"2022-05-17";5;"Robo";"Robo total";"NO";"NO";"PARQUE AVELLANEDA";9;-34.640978;-58.480254;1
7;2022;"AGOSTO";"LUNES";"2022-08-08";22;"Robo";"Robo total";"NO";"NO";"PARQUE AVELLANEDA";9;-34.65452838;-58.47595359;1
8;2022;"ENERO";"JUEVES";"2022-01-13";0;"Hurto";"Hurto total";"NO";"NO";"NUÑEZ";13;-34.547388;-58.466093;1
9;2022;"ENERO";"VIERNES";"2022-01-14";22;"Robo";"Robo automotor";"SI";"NO";"NUÑEZ";13;-34.549508;-58.465083;1
10;2022;"SEPTIEMBRE";"MIERCOLES";"2022-09-14";1;"Robo";"Robo total";"SI";"NO";"BARRACAS";4;-34.652644;-58.379074;1
11;2022;"SEPTIEMBRE";"JUEVES";"2022-09-29";23;"Robo";"Robo total";"NO";"NO";"BARRACAS";4;-34.6281;-58.371201;1
12;2022;"OCTUBRE";"MARTES";"2022-10-25";23;"Robo";"Robo total";"NO";"NO";"BARRACAS";4;-34.647003;-58.377876;1
13;2022;"OCTUBRE";"MIERCOLES";"2022-10-26";4;"Robo";"Robo total";"NO";"NO";"BARRACAS";4;-34.647671;-58.396028;1
14;2022;"NOVIEMBRE";"LUNES";"2022-11-07";23;"Hurto";"Hurto total";"NO";"NO";"BARRACAS";4;-34.64486685;-58.36928024;1
15;2022;"DICIEMBRE";"MARTES";"2022-12-06";22;"Hurto";"Hurto total";"NO";"NO";"BARRACAS";4;-34.651126;-58.382208;1
16;2022;"ENERO";"VIERNES";"2022-01-14";0;"Hurto";"Hurto total";"NO";"NO";"ALMAGRO";5;-34.60178058;-58.42191282;1
17;2022;"MARZO";"LUNES";"2022-03-07";22;"Robo";"Robo total";"NO";"NO";"VILLA LURO";10;-34.628449;-58.516378;1
18;2022;"NOVIEMBRE";"LUNES";"2022-11-21";0;"Hurto";"Hurto total";"NO";"NO";"VILLA SOLDATI";8;-34.65872;-58.433906;1
19;2022;"FEBRERO";"LUNES";"2022-02-14";22;"Robo";"Robo total";"SI";"NO";"VILLA REAL";10;-34.618059;-58.527213;1
20;2022;"FEBRERO";"MARTES";"2022-02-15";23;"Robo";"Robo total";"SI";"SI";"VILLA REAL";10;-34.621259;-58.525719;1
21;2022;"JUNIO";"DOMINGO";"2022-06-19";0;"Hurto";"Hurto total";"NO";"NO";"SAN TELMO";NULL;NULL;NULL;1
22;2022;"ABRIL";"LUNES";"2022-04-18";22;"Hurto";"Hurto total";"NO";"NO";"VILLA LURO";10;-34.635301;-58.503932;1
23;2022;"JUNIO";"JUEVES";"2022-06-02";2;"Hurto";"Hurto total";"NO";"NO";"MONTE CASTRO";10;-34.617171;-58.51254;1
24;2022;"JULIO";"LUNES";"2022-07-25";0;"Robo";"Robo total";"NO";"NO";"VILLA DEVOTO";11;-34.611791;-58.518108;1
25;2022;"SEPTIEMBRE";"LUNES";"2022-09-26";22;"Hurto";"Hurto total";"NO";"NO";"VILLA REAL";10;-34.62263;-58.52394;1
26;2022;"MARZO";"MIERCOLES";"2022-03-16";23;"Robo";"Robo total";"NO";"NO";"VILLA GRAL. MITRE";NULL;NULL;NULL;1
27;2022;"OCTUBRE";"VIERNES";"2022-10-28";0;"Hurto";"Hurto total";"NO";"NO";"VERSALLES";10;-34.633505;-58.525174;1
28;2022;"NOVIEMBRE";"JUEVES";"2022-11-17";22;"Hurto";"Hurto total";"NO";"NO";"VILLA REAL";10;-34.624203;-58.528394;1
29;2022;"DICIEMBRE";"VIERNES";"2022-12-02";3;"Robo";"Robo total";"SI";"NO";"VERSALLES";10;-34.627932;-58.521726;1
30;2022;"DICIEMBRE";"MIERCOLES";"2022-12-28";23;"Robo";"Robo total";"NO";"SI";"VILLA LURO";10;-34.629219;-58.50915;1
31;2022;"DICIEMBRE";"MIERCOLES";"2022-12-28";1;"Robo";"Robo total";"NO";"NO";"VILLA REAL";10;-34.617168;-58.529088;1
32;2022;"SEPTIEMBRE";"VIERNES";"2022-09-30";22;"Robo";"Robo automotor";"SI";"NO";"BOEDO";5;-34.622989;-58.422059;1
33;2022;"NOVIEMBRE";"LUNES";"2022-11-14";1;"Hurto";"Hurto total";"NO";"NO";"ALMAGRO";5;-34.617544;-58.41868;1
34;2022;"DICIEMBRE";"VIERNES";"2022-12-30";4;"Robo";"Robo total";"NO";"SI";"BOEDO";5;-34.625567;-58.424449;1
35;2022;"FEBRERO";"MIERCOLES";"2022-02-02";5;"Robo";"Robo total";"NO";"NO";"CABALLITO";6;-34.62677655;-58.43415606;1
36;2022;"MARZO";"VIERNES";"2022-03-18";4;"Hurto";"Hurto total";"NO";"NO";"CABALLITO";6;-34.61905661;-58.43807691;1
37;2022;"ABRIL";"MIERCOLES";"2022-04-13";0;"Hurto";"Hurto automotor";"NO";"NO";"CABALLITO";6;-34.630375;-58.450484;1
38;2022;"SEPTIEMBRE";"VIERNES";"2022-09-09";22;"Hurto";"Hurto total";"NO";"NO";"CABALLITO";6;-34.618507;-58.437863;1
39;2022;"SEPTIEMBRE";"VIERNES";"2022-09-16";23;"Hurto";"Hurto total";"NO";"NO";"CABALLITO";6;-34.61618;-58.43164;1
40;2022;"SEPTIEMBRE";"VIERNES";"2022-09-30";2;"Robo";"Robo total";"NO";"NO";"CABALLITO";6;-34.622876;-58.433097;1
41;2022;"NOVIEMBRE";"JUEVES";"2022-11-03";0;"Robo";"Robo total";"NO";"NO";"CABALLITO";6;-34.620823;-58.441103;1
42;2022;"ENERO";"MIERCOLES";"2022-01-19";1;"Hurto";"Hurto automotor";"NO";"NO";"VILLA DEL PARQUE";11;-34.60671636;-58.49821182;1
43;2022;"MAYO";"LUNES";"2022-05-23";22;"Hurto";"Hurto total";"NO";"NO";"MONTE CASTRO";10;-34.623083;-58.501578;1
44;2022;"ABRIL";"JUEVES";"2022-04-07";22;"Robo";"Robo total";"SI";"NO";"PARQUE CHACABUCO";7;-34.637308;-58.445308;1
45;2022;"MAYO";"JUEVES";"2022-05-26";22;"Robo";"Robo total";"NO";"NO";"PARQUE CHACABUCO";7;-34.64002151;-58.44091537;1
46;2022;"JUNIO";"MIERCOLES";"2022-06-08";1;"Robo";"Robo total";"NO";"NO";"PARQUE CHACABUCO";7;-34.63320382;-58.440476;1
47;2022;"SEPTIEMBRE";"MIERCOLES";"2022-09-21";4;"Robo";"Robo total";"SI";"NO";"PARQUE CHACABUCO";7;-34.636056;-58.442808;1
48;2022;"OCTUBRE";"VIERNES";"2022-10-21";22;"Robo";"Robo total";"NO";"NO";"PARQUE CHACABUCO";7;-34.643084;-58.432695;1
49;2022;"NOVIEMBRE";"MIERCOLES";"2022-11-09";2;"Robo";"Robo total";"NO";"NO";"PARQUE CHACABUCO";7;-34.631192;-58.442423;1
50;2022;"DICIEMBRE";"MARTES";"2022-12-06";0;"Hurto";"Hurto total";"NO";"NO";"PARQUE CHACABUCO";7;-34.630071;-58.438719;1
51;2022;"DICIEMBRE";"JUEVES";"2022-12-29";22;"Hurto";"Hurto total";"NO";"NO";"PARQUE CHACABUCO";7;-34.637602;-58.440753;1
52;2022;"ABRIL";"LUNES";"2022-04-18";23;"Hurto";"Hurto total";"NO";"NO";"SAAVEDRA";12;-34.55711097;-58.48843121;1
53;2022;"ABRIL";"LUNES";"2022-04-25";23;"Hurto";"Hurto total";"NO";"NO";"SAAVEDRA";12;-34.548158;-58.478583;1
54;2022;"MARZO";"VIERNES";"2022-03-04";22;"Robo";"Robo total";"SI";"NO";"VILLA PUEYRREDON";12;-34.577893;-58.508549;1
55;2022;"MARZO";"MARTES";"2022-03-29";0;"Robo";"Robo total";"SI";"NO";NULL;NULL;NULL;NULL;1
56;2022;"MARZO";"MARTES";"2022-03-29";2;"Robo";"Robo total";"NO";"NO";NULL;NULL;NULL;NULL;1
57;2022;"MARZO";"MIERCOLES";"2022-03-16";0;"Robo";"Robo total";"NO";"NO";NULL;NULL;NULL;NULL;1
58;2022;"FEBRERO";"MARTES";"2022-02-08";0;"Hurto";"Hurto total";"NO";"NO";NULL;NULL;NULL;NULL;1
59;2022;"JULIO";"SABADO";"2022-07-23";4;"Hurto";"Hurto automotor";"NO";"NO";"VILLA PUEYRREDON";12;-34.581001;-58.513084;1
60;2022;"ENERO";"MIERCOLES";"2022-01-26";22;"Hurto";"Hurto automotor";"NO";"NO";"FLORES";7;-34.635687;-58.470434;1
61;2022;"FEBRERO";"MARTES";"2022-02-15";23;"Robo";"Robo total";"SI";"NO";"FLORES";7;-34.627062;-58.453733;1
62;2022;"FEBRERO";"VIERNES";"2022-02-25";5;"Robo";"Robo automotor";"NO";"NO";"FLORES";7;-34.631745;-58.467692;1
63;2022;"AGOSTO";"DOMINGO";"2022-08-28";23;"Robo";"Robo total";"NO";"SI";"VILLA PUEYRREDON";12;-34.585408;-58.502977;1
64;2022;"SEPTIEMBRE";"MIERCOLES";"2022-09-07";23;"Hurto";"Hurto total";"NO";"NO";"VILLA PUEYRREDON";12;-34.581029;-58.511804;1
65;2022;"JULIO";"LUNES";"2022-07-25";5;"Robo";"Robo total";"SI";"NO";"NUEVA POMPEYA";4;-34.641555;-58.415717;1
66;2022;"AGOSTO";"LUNES";"2022-08-01";23;"Robo";"Robo total";"NO";"NO";"NUEVA POMPEYA";4;-34.644256;-58.424456;1
67;2022;"SEPTIEMBRE";"MIERCOLES";"2022-09-07";4;"Robo";"Robo total";"NO";"NO";"NUEVA POMPEYA";4;-34.655192;-58.402981;1
68;2022;"NOVIEMBRE";"MARTES";"2022-11-01";0;"Robo";"Robo total";"NO";"NO";"NUEVA POMPEYA";4;-34.644495;-58.430463;1
69;2022;"NOVIEMBRE";"VIERNES";"2022-11-25";4;"Robo";"Robo total";"NO";"NO";"NUEVA POMPEYA";4;-34.653042;-58.415003;1
70;2022;"FEBRERO";"SABADO";"2022-02-19";1;"Robo";"Robo total";"NO";"NO";"BOCA";4;-34.628965;-58.36552;1
71;2022;"JUNIO";"JUEVES";"2022-06-02";3;"Robo";"Robo total";"NO";"NO";"FLORES";7;-34.619744;-58.4676;1
72;2022;"JUNIO";"MIERCOLES";"2022-06-15";0;"Robo";"Robo total";"NO";"NO";"FLORES";7;-34.630271;-58.466732;1
73;2022;"DICIEMBRE";"LUNES";"2022-12-12";1;"Hurto";"Hurto total";"NO";"NO";"FLORES";7;-34.626116;-58.462169;1
74;2022;"JULIO";"JUEVES";"2022-07-07";0;"Robo";"Robo total";"SI";"NO";"FLORES";7;-34.63110941;-58.47116898;1
75;2022;"AGOSTO";"JUEVES";"2022-08-04";2;"Robo";"Robo total";"NO";"NO";"FLORES";7;-34.621036;-58.463295;1
76;2022;"AGOSTO";"VIERNES";"2022-08-05";22;"Robo";"Robo total";"NO";"NO";"FLORES";7;-34.633434;-58.462409;1
77;2022;"DICIEMBRE";"JUEVES";"2022-12-29";5;"Hurto";"Hurto total";"NO";"NO";"VILLA SOLDATI";8;-34.663081;-58.428885;1
78;2022;"OCTUBRE";"JUEVES";"2022-10-27";1;"Robo";"Robo total";"NO";"NO";"VILLA PUEYRREDON";12;-34.584559;-58.503742;1
79;2022;"OCTUBRE";"VIERNES";"2022-10-28";0;"Hurto";"Hurto total";"NO";"NO";"VILLA URQUIZA";12;-34.583552;-58.490263;1
80;2022;"SEPTIEMBRE";"JUEVES";"2022-09-08";5;"Hurto";"Hurto automotor";"NO";"NO";"FLORES";7;-34.62245;-58.45962;1
81;2022;"NOVIEMBRE";"JUEVES";"2022-11-03";0;"Robo";"Robo total";"NO";"NO";"FLORES";7;-34.623897;-58.468056;1
82;2022;"NOVIEMBRE";"VIERNES";"2022-11-25";1;"Robo";"Robo total";"NO";"NO";"FLORES";7;-34.630705;-58.469639;1
83;2022;"NOVIEMBRE";"MIERCOLES";"2022-11-23";0;"Hurto";"Hurto total";"NO";"NO";"VERSALLES";10;-34.633105;-58.528421;1
84;2022;"JUNIO";"MIERCOLES";"2022-06-15";23;"Robo";"Robo total";"SI";"NO";"SAAVEDRA";12;-34.551438;-58.487652;1
85;2022;"JULIO";"JUEVES";"2022-07-21";22;"Robo";"Robo total";"NO";"NO";"SAAVEDRA";12;-34.547156;-58.491668;1
86;2022;"AGOSTO";"VIERNES";"2022-08-12";2;"Hurto";"Hurto total";"NO";"NO";"SAAVEDRA";12;-34.55698909;-58.49030232;1
87;2022;"SEPTIEMBRE";"MARTES";"2022-09-13";1;"Hurto";"Hurto total";"NO";"NO";"SAAVEDRA";12;-34.54794818;-58.47262818;1
88;2022;"OCTUBRE";"JUEVES";"2022-10-27";1;"Robo";"Robo total";"NO";"NO";"SAAVEDRA";12;-34.549358;-58.469528;1
89;2022;"NOVIEMBRE";"JUEVES";"2022-11-10";0;"Robo";"Robo total";"NO";"NO";"SAAVEDRA";12;-34.55096636;-58.4718502;1
90;2022;"NOVIEMBRE";"LUNES";"2022-11-14";23;"Robo";"Robo total";"NO";"NO";"SAAVEDRA";12;-34.549439;-58.469465;1
91;2022;"DICIEMBRE";"LUNES";"2022-12-19";22;"Robo";"Robo total";"NO";"NO";"SAAVEDRA";12;-34.547778;-58.486681;1
92;2022;"FEBRERO";"MARTES";"2022-02-15";23;"Hurto";"Hurto total";"NO";"NO";"VILLA SOLDATI";8;-34.665728;-58.448939;1
93;2022;"MARZO";"VIERNES";"2022-03-11";1;"Robo";"Robo total";"NO";"NO";"VILLA SOLDATI";8;-34.661933;-58.453498;1
94;2022;"JUNIO";"MARTES";"2022-06-14";0;"Robo";"Robo total";"NO";"NO";"VILLA SOLDATI";8;-34.661254;-58.432566;1
95;2022;"JUNIO";"DOMINGO";"2022-06-26";3;"Robo";"Robo total";"NO";"NO";"VILLA SOLDATI";8;-34.656052;-58.450764;1
96;2022;"JULIO";"MARTES";"2022-07-26";22;"Robo";"Robo total";"NO";"NO";"VILLA LUGANO";8;-34.663607;-58.470187;1
97;2022;"FEBRERO";"VIERNES";"2022-02-18";0;"Robo";"Robo total";"NO";"NO";"VILLA REAL";10;-34.6241498;-58.52840909;1
98;2022;"OCTUBRE";"MARTES";"2022-10-11";3;"Hurto";"Hurto automotor";"NO";"NO";"SAAVEDRA";12;-34.55886;-58.491023;1
99;2022;"OCTUBRE";"MARTES";"2022-10-25";23;"Robo";"Robo total";"SI";"NO";"VILLA LUGANO";8;-34.67236369;-58.47159609;1
100;2022;"NOVIEMBRE";"DOMINGO";"2022-11-06";0;"Hurto";"Hurto total";"NO";"NO";"VILLA SOLDATI";8;-34.659271;-58.436364;1
101;2022;"DICIEMBRE";"MIERCOLES";"2022-12-21";3;"Robo";"Robo automotor";"NO";"NO";"VILLA SOLDATI";8;-34.660182;-58.455875;1
102;2022;"DICIEMBRE";"VIERNES";"2022-12-23";0;"Robo";"Robo automotor";"SI";"NO";"VILLA SOLDATI";8;-34.656663;-58.43536;1
103;2022;"DICIEMBRE";"JUEVES";"2022-12-29";23;"Robo";"Robo total";"SI";"NO";"VILLA SOLDATI";8;-34.659978;-58.442182;1
104;2022;"DICIEMBRE";"VIERNES";"2022-12-30";23;"Robo";"Robo total";"SI";"NO";"VILLA SOLDATI";8;-34.659439;-58.438507;1
105;2022;"DICIEMBRE";"VIERNES";"2022-12-30";23;"Robo";"Robo automotor";"SI";"NO";"VILLA LUGANO";8;-34.658733;-58.470145;1
106;2022;"MARZO";"MIERCOLES";"2022-03-02";5;"Robo";"Robo total";"NO";"NO";"VILLA RIACHUELO";8;-34.699397;-58.468015;1
107;2022;"ABRIL";"MIERCOLES";"2022-04-13";2;"Hurto";"Hurto total";"NO";"NO";"VILLA LUGANO";8;-34.686503;-58.462955;1
108;2022;"JULIO";"VIERNES";"2022-07-15";1;"Robo";"Robo total";"NO";"NO";"VILLA LUGANO";8;-34.688581;-58.461518;1
109;2022;"SEPTIEMBRE";"MARTES";"2022-09-27";23;"Hurto";"Hurto total";"NO";"NO";"VILLA RIACHUELO";8;-34.688385;-58.472656;1
110;2022;"AGOSTO";"MARTES";"2022-08-16";22;"Robo";"Robo total";"NO";"NO";"VILLA LUGANO";8;-34.67375;-58.46818;1
111;2022;"DICIEMBRE";"MIERCOLES";"2022-12-07";4;"Hurto";"Hurto total";"NO";"NO";"VILLA LUGANO";8;-34.684923;-58.468287;1
112;2022;"SEPTIEMBRE";"MIERCOLES";"2022-09-14";1;"Robo";"Robo total";"NO";"NO";"VILLA RIACHUELO";8;-34.684636;-58.477605;1
113;2022;"SEPTIEMBRE";"MARTES";"2022-09-20";23;"Hurto";"Hurto total";"NO";"NO";"VILLA LUGANO";8;-34.685907;-58.465117;1
114;2022;"SEPTIEMBRE";"VIERNES";"2022-09-30";0;"Hurto";"Hurto automotor";"NO";"NO";"VILLA LUGANO";8;-34.685026;-58.463646;1
115;2022;"SEPTIEMBRE";"VIERNES";"2022-09-30";23;"Hurto";"Hurto total";"NO";"NO";"VILLA LUGANO";8;-34.684923;-58.468287;1
116;2022;"DICIEMBRE";"JUEVES";"2022-12-01";23;"Robo";"Robo total";"NO";"NO";"VILLA DEL PARQUE";11;-34.602265;-58.49264;1
117;2022;"ABRIL";"JUEVES";"2022-04-07";22;"Robo";"Robo total";"NO";"NO";"NUÑEZ";13;-34.548774;-58.45719;1
118;2022;"FEBRERO";"LUNES";"2022-02-21";3;"Hurto";"Hurto total";"NO";"NO";NULL;NULL;NULL;NULL;1
119;2022;"FEBRERO";"MIERCOLES";"2022-02-23";0;"Hurto";"Hurto total";"NO";"NO";NULL;NULL;NULL;NULL;1
120;2022;"FEBRERO";"DOMINGO";"2022-02-27";0;"Hurto";"Hurto total";"NO";"NO";NULL;NULL;NULL;NULL;1
121;2022;"MARZO";"MARTES";"2022-03-08";0;"Hurto";"Hurto total";"NO";"NO";NULL;NULL;NULL;NULL;1
122;2022;"ABRIL";"LUNES";"2022-04-04";3;"Hurto";"Hurto total";"NO";"NO";"AGRONOMIA";15;-34.58719648;-58.48732291;1
123;2022;"MAYO";"LUNES";"2022-05-02";23;"Hurto";"Hurto total";"NO";"NO";"VILLA URQUIZA";12;-34.571126;-58.499782;1
124;2022;"OCTUBRE";"LUNES";"2022-10-03";17;"Hurto";"Hurto total";"NO";"NO";"NUÑEZ";13;-34.54922;-58.456155;1
125;2022;"JUNIO";"MIERCOLES";"2022-06-15";0;"Robo";"Robo total";"NO";"NO";"BOCA";4;-34.645545;-58.368001;1
126;2022;"AGOSTO";"MARTES";"2022-08-09";0;"Robo";"Robo automotor";"NO";"NO";"BOCA";4;-34.629283;-58.362369;1
127;2022;"AGOSTO";"LUNES";"2022-08-29";5;"Robo";"Robo total";"NO";"SI";"BOCA";4;-34.628454;-58.366024;1
128;2022;"OCTUBRE";"VIERNES";"2022-10-28";22;"Hurto";"Hurto total";"NO";"NO";"BOCA";4;-34.64094;-58.368468;1
129;2022;"OCTUBRE";"MIERCOLES";"2022-10-26";22;"Robo";"Robo total";"NO";"NO";"VILLA RIACHUELO";8;-34.691814;-58.464727;1
130;2022;"ENERO";"JUEVES";"2022-01-27";22;"Robo";"Robo automotor";"SI";"NO";"BARRACAS";4;-34.644227;-58.373348;1
131;2022;"FEBRERO";"MARTES";"2022-02-15";1;"Robo";"Robo total";"NO";"NO";"BARRACAS";4;-34.655497;-58.381768;1
132;2022;"FEBRERO";"DOMINGO";"2022-02-27";22;"Robo";"Robo total";"NO";"NO";"BARRACAS";4;-34.654819;-58.398481;1
133;2022;"MAYO";"JUEVES";"2022-05-05";22;"Robo";"Robo automotor";"SI";"NO";"NUEVA POMPEYA";4;-34.649795;-58.40505;1
134;2022;"MAYO";"LUNES";"2022-05-09";23;"Robo";"Robo total";"NO";"NO";"BARRACAS";4;-34.647418;-58.375683;1
135;2022;"JUNIO";"MARTES";"2022-06-28";2;"Robo";"Robo total";"NO";"NO";"BARRACAS";4;-34.654819;-58.398481;1
136;2022;"MARZO";"VIERNES";"2022-03-25";1;"Robo";"Robo automotor";"SI";"NO";"PARQUE AVELLANEDA";9;-34.657045;-58.472495;1
137;2022;"MARZO";"VIERNES";"2022-03-25";4;"Robo";"Robo total";"NO";"NO";"PARQUE AVELLANEDA";9;-34.65696263;-58.47244571;1
138;2022;"JULIO";"SABADO";"2022-07-30";2;"Robo";"Robo total";"SI";"NO";"BARRACAS";4;-34.654819;-58.398481;1
139;2022;"JULIO";"LUNES";"2022-07-25";23;"Robo";"Robo total";"NO";"NO";"FLORES";7;-34.655488;-58.43842;1
140;2022;"SEPTIEMBRE";"VIERNES";"2022-09-16";23;"Hurto";"Hurto total";"NO";"NO";"VILLA LUGANO";8;-34.688288;-58.46093;1
141;2022;"ENERO";"VIERNES";"2022-01-07";23;"Robo";"Robo total";"NO";"NO";NULL;NULL;NULL;NULL;1
142;2022;"NOVIEMBRE";"MARTES";"2022-11-08";23;"Robo";"Robo total";"SI";"NO";NULL;NULL;NULL;NULL;1
143;2022;"AGOSTO";"LUNES";"2022-08-08";1;"Robo";"Robo total";"NO";"NO";"BELGRANO";13;-34.56062256;-58.45796377;1
144;2022;"SEPTIEMBRE";"VIERNES";"2022-09-02";22;"Hurto";"Hurto total";"NO";"NO";"BELGRANO";13;-34.563674;-58.459454;1
145;2022;"OCTUBRE";"VIERNES";"2022-10-21";23;"Hurto";"Hurto automotor";"NO";"NO";"COLEGIALES";13;-34.575427;-58.449766;1
146;2022;"MAYO";"LUNES";"2022-05-30";0;"Hurto";"Hurto total";"NO";"NO";NULL;NULL;NULL;NULL;1
147;2022;"MAYO";"LUNES";"2022-05-02";2;"Robo";"Robo total";"NO";"NO";"PALERMO";14;-34.582218;-58.437896;1
148;2022;"MARZO";"LUNES";"2022-03-14";22;"Robo";"Robo total";"NO";"SI";"VILLA LUGANO";8;-34.68645;-58.457774;1
149;2022;"MAYO";"JUEVES";"2022-05-05";22;"Hurto";"Hurto total";"NO";"NO";"PALERMO";14;-34.565168;-58.438595;1
150;2022;"JUNIO";"LUNES";"2022-06-06";0;"Robo";"Robo total";"NO";"NO";"PALERMO";14;-34.587455;-58.439931;1
151;2022;"JUNIO";"MIERCOLES";"2022-06-22";0;"Hurto";"Hurto total";"NO";"NO";"PALERMO";14;-34.585627;-58.436261;1
152;2022;"JULIO";"DOMINGO";"2022-07-10";3;"Robo";"Robo total";"NO";"NO";"PALERMO";14;-34.587077;-58.437847;1
153;2022;"JULIO";"VIERNES";"2022-07-15";22;"Robo";"Robo total";"NO";"NO";"PALERMO";14;-34.587153;-58.440668;1
154;2022;"FEBRERO";"LUNES";"2022-02-21";1;"Robo";"Robo total";"SI";"NO";"PALERMO";14;-34.567268;-58.407866;1
155;2022;"ABRIL";"MIERCOLES";"2022-04-13";2;"Hurto";"Hurto total";"NO";"NO";"PALERMO";14;-34.578675;-58.404684;1
156;2022;"AGOSTO";"LUNES";"2022-08-08";0;"Robo";"Robo total";"NO";"NO";"AGRONOMIA";15;-34.59466288;-58.49663009;1
157;2022;"ABRIL";"DOMINGO";"2022-04-03";23;"Hurto";"Hurto automotor";"NO";"NO";"VILLA LUGANO";8;-34.686659;-58.458784;1
158;2022;"OCTUBRE";"VIERNES";"2022-10-21";23;"Hurto";"Hurto total";"NO";"NO";"VILLA CRESPO";15;-34.599897;-58.456415;1
159;2022;"OCTUBRE";"MIERCOLES";"2022-10-26";22;"Hurto";"Hurto total";"NO";"NO";"VILLA CRESPO";15;-34.59460101;-58.4475497;1
160;2022;"NOVIEMBRE";"MIERCOLES";"2022-11-09";3;"Robo";"Robo total";"NO";"NO";"VILLA CRESPO";15;-34.594451;-58.444508;1
161;2022;"MARZO";"SABADO";"2022-03-12";0;"Hurto";"Hurto total";"NO";"NO";"FLORESTA";10;-34.632061;-58.474604;1
162;2022;"DICIEMBRE";"MIERCOLES";"2022-12-14";0;"Hurto";"Hurto total";"NO";"NO";"VILLA CRESPO";15;-34.599106;-58.435697;1
163;2022;"DICIEMBRE";"VIERNES";"2022-12-16";5;"Hurto";"Hurto total";"NO";"NO";"VILLA CRESPO";15;-34.606493;-58.45074;1
164;2022;"FEBRERO";"MIERCOLES";"2022-02-23";3;"Robo";"Robo total";"NO";"NO";"AGRONOMIA";15;-34.595004;-58.499832;1
165;2022;"ABRIL";"MIERCOLES";"2022-04-13";4;"Robo";"Robo total";"NO";"SI";"VILLA ORTUZAR";15;-34.580053;-58.472134;1
166;2022;"JULIO";"LUNES";"2022-07-04";0;"Hurto";"Hurto total";"NO";"NO";"AGRONOMIA";15;-34.594449;-58.502202;1
167;2022;"AGOSTO";"VIERNES";"2022-08-05";23;"Robo";"Robo total";"SI";"NO";"AGRONOMIA";15;-34.594532;-58.500872;1
168;2022;"AGOSTO";"MIERCOLES";"2022-08-10";22;"Hurto";"Hurto total";"NO";"NO";"AGRONOMIA";15;-34.589828;-58.490201;1
169;2022;"AGOSTO";"DOMINGO";"2022-08-14";1;"Hurto";"Hurto total";"NO";"NO";"AGRONOMIA";15;-34.590866;-58.498352;1
170;2022;"JUNIO";"MIERCOLES";"2022-06-08";23;"Robo";"Robo total";"SI";"NO";"BARRACAS";4;-34.65401;-58.391136;1
171;2022;"AGOSTO";"VIERNES";"2022-08-12";1;"Robo";"Robo total";"NO";"NO";"CONSTITUCION";1;-34.620914;-58.377722;1
172;2022;"SEPTIEMBRE";"VIERNES";"2022-09-30";4;"Robo";"Robo total";"NO";"NO";"SAN TELMO";1;-34.619576;-58.371961;1
173;2022;"OCTUBRE";"LUNES";"2022-10-24";23;"Robo";"Robo total";"NO";"NO";"CONSTITUCION";1;-34.618558;-58.378536;1
174;2022;"NOVIEMBRE";"JUEVES";"2022-11-03";23;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.612419;-58.376142;1
175;2022;"OCTUBRE";"LUNES";"2022-10-17";23;"Hurto";"Hurto total";"NO";"NO";"BALVANERA";3;-34.60873;-58.403288;1
176;2022;"OCTUBRE";"MARTES";"2022-10-25";0;"Hurto";"Hurto total";"NO";"NO";"BALVANERA";3;-34.616448;-58.400231;1
177;2022;"NOVIEMBRE";"LUNES";"2022-11-07";22;"Hurto";"Hurto automotor";"NO";"NO";"BALVANERA";3;-34.612312;-58.397434;1
178;2022;"NOVIEMBRE";"JUEVES";"2022-11-10";22;"Robo";"Robo total";"NO";"SI";"BALVANERA";3;-34.604749;-58.403636;1
179;2022;"NOVIEMBRE";"VIERNES";"2022-11-18";22;"Robo";"Robo total";"NO";"NO";"BALVANERA";3;-34.612179;-58.401555;1
180;2022;"NOVIEMBRE";"SABADO";"2022-11-19";5;"Robo";"Robo total";"NO";"NO";"BALVANERA";3;-34.600848;-58.392942;1
181;2022;"NOVIEMBRE";"MIERCOLES";"2022-11-30";22;"Hurto";"Hurto total";"NO";"NO";"BALVANERA";3;-34.612198;-58.39621;1
182;2022;"DICIEMBRE";"VIERNES";"2022-12-02";3;"Hurto";"Hurto total";"NO";"NO";"BALVANERA";3;-34.60578;-58.394566;1
