"id-mapa";"anio";"mes";"dia";"fecha";"franja";"tipo";"subtipo";"uso_arma";"uso_moto";"barrio";"comuna";"latitud";"longitud";"cantidad"
192113;2020;"FEBRERO";"LUNES";"2020-02-03";14;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.605276;-58.385081;1
192114;2020;"SEPTIEMBRE";"MARTES";"2020-09-08";19;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.604005;-58.385374;1
192115;2020;"JULIO";"SABADO";"2020-07-18";21;"Robo";"Robo total";"SI";"NO";"SAN NICOLAS";1;-34.605434;-58.385077;1
192116;2020;"JULIO";"SABADO";"2020-07-18";17;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.605243;-58.385518;1
192117;2020;"SEPTIEMBRE";"MIERCOLES";"2020-09-16";22;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.605243;-58.385518;1
192118;2020;"OCTUBRE";"LUNES";"2020-10-26";0;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.605204;-58.384905;1
192119;2020;"NOVIEMBRE";"MARTES";"2020-11-03";14;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.605191;-58.385651;1
192120;2020;"NOVIEMBRE";"VIERNES";"2020-11-27";18;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.604494;-58.385132;1
192121;2020;"DICIEMBRE";"MIERCOLES";"2020-12-30";15;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.60391;-58.38514;1
192122;2020;"MARZO";"MARTES";"2020-03-10";12;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.605182;-58.385046;1
192123;2020;"FEBRERO";"LUNES";"2020-02-10";11;"Hurto";"Hurto total";"NO";"NO";"PARQUE AVELLANEDA";9;-34.642112;-58.488162;1
192124;2020;"JUNIO";"MARTES";"2020-06-23";17;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.604678;-58.385003;1
192125;2020;"AGOSTO";"MARTES";"2020-08-04";13;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.605056;-58.384769;1
192126;2020;"SEPTIEMBRE";"VIERNES";"2020-09-11";10;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.604864;-58.385;1
192127;2020;"OCTUBRE";"JUEVES";"2020-10-01";NULL;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.604864;-58.385;1
192128;2020;"ENERO";"VIERNES";"2020-01-10";21;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.603651;-58.385154;1
192129;2020;"MARZO";"MARTES";"2020-03-03";13;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.605182;-58.385046;1
192130;2020;"MARZO";"MIERCOLES";"2020-03-11";22;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.603973;-58.3848;1
192131;2020;"MARZO";"LUNES";"2020-03-16";19;"Robo";"Robo total";"SI";"NO";"SAN NICOLAS";1;-34.605204;-58.384905;1
192132;2020;"ENERO";"VIERNES";"2020-01-31";23;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.60391;-58.38514;1
192133;2020;"ABRIL";"VIERNES";"2020-04-03";10;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.606302;-58.384819;1
192134;2020;"NOVIEMBRE";"VIERNES";"2020-11-20";23;"Robo";"Robo total";"NO";"SI";"SAN NICOLAS";1;-34.600054;-58.39146;1
192135;2020;"ENERO";"DOMINGO";"2020-01-26";6;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.600246;-58.391533;1
192136;2020;"NOVIEMBRE";"MIERCOLES";"2020-11-18";1;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.60011;-58.391548;1
192137;2020;"ENERO";"MIERCOLES";"2020-01-22";20;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600002;-58.392644;1
192138;2020;"DICIEMBRE";"DOMINGO";"2020-12-27";20;"Robo";"Robo total";"NO";"SI";"SAN NICOLAS";1;-34.600755;-58.391431;1
192139;2020;"DICIEMBRE";"MIERCOLES";"2020-12-30";17;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.600755;-58.391431;1
192140;2020;"NOVIEMBRE";"MIERCOLES";"2020-11-04";0;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.600416;-58.391514;1
192141;2020;"FEBRERO";"MARTES";"2020-02-25";9;"Robo";"Robo total";"SI";"NO";"BALVANERA";3;-34.600693;-58.39289;1
192142;2020;"DICIEMBRE";"LUNES";"2020-12-14";2;"Robo";"Robo total";"NO";"NO";"BALVANERA";3;-34.600806;-58.392772;1
192143;2020;"MARZO";"JUEVES";"2020-03-12";18;"Robo";"Robo total";"NO";"SI";"BALVANERA";3;-34.600806;-58.392772;1
192144;2020;"FEBRERO";"MIERCOLES";"2020-02-26";18;"Hurto";"Hurto total";"NO";"NO";"BALVANERA";3;-34.600693;-58.39289;1
192145;2020;"MARZO";"VIERNES";"2020-03-06";10;"Hurto";"Hurto total";"NO";"NO";"BALVANERA";3;-34.600775;-58.392886;1
192146;2020;"JULIO";"JUEVES";"2020-07-30";13;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.600414;-58.389571;1
192147;2020;"JUNIO";"JUEVES";"2020-06-18";9;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.600809;-58.389449;1
192148;2020;"MARZO";"DOMINGO";"2020-03-08";15;"Robo";"Robo total";"SI";"NO";"SAN NICOLAS";1;-34.600771;-58.390421;1
192149;2020;"SEPTIEMBRE";"MARTES";"2020-09-15";0;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.599725;-58.38805;1
192150;2020;"ENERO";"VIERNES";"2020-01-03";13;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600828;-58.388047;1
192151;2020;"DICIEMBRE";"JUEVES";"2020-12-31";8;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600326;-58.388163;1
192152;2020;"MAYO";"MIERCOLES";"2020-05-06";15;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600658;-58.389223;1
192153;2020;"DICIEMBRE";"MIERCOLES";"2020-12-09";21;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600648;-58.388103;1
192154;2020;"NOVIEMBRE";"MARTES";"2020-11-17";16;"Robo";"Robo total";"NO";"SI";"SAN NICOLAS";1;-34.600742;-58.388146;1
192155;2020;"FEBRERO";"JUEVES";"2020-02-20";13;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600648;-58.388103;1
192156;2020;"NOVIEMBRE";"SABADO";"2020-11-07";8;"Robo";"Robo total";"NO";"SI";"SAN NICOLAS";1;-34.600744;-58.389447;1
192157;2020;"FEBRERO";"VIERNES";"2020-02-07";14;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600656;-58.387454;1
192158;2020;"SEPTIEMBRE";"VIERNES";"2020-09-18";10;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600724;-58.389996;1
192159;2020;"JUNIO";"LUNES";"2020-06-15";19;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.600111;-58.389677;1
192160;2020;"ABRIL";"JUEVES";"2020-04-02";12;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.600624;-58.388432;1
192161;2020;"FEBRERO";"MARTES";"2020-02-11";12;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.600637;-58.388732;1
192162;2020;"MARZO";"VIERNES";"2020-03-13";11;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600191;-58.386818;1
192163;2020;"ENERO";"MIERCOLES";"2020-01-29";19;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.60051;-58.386298;1
192164;2020;"SEPTIEMBRE";"MARTES";"2020-09-15";22;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600593;-58.3861;1
192165;2020;"ENERO";"SABADO";"2020-01-25";8;"Robo";"Robo automotor";"SI";"NO";"PARQUE AVELLANEDA";9;-34.642297;-58.489393;1
192166;2020;"FEBRERO";"LUNES";"2020-02-17";12;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.6006;-58.386246;1
192167;2020;"FEBRERO";"JUEVES";"2020-02-20";12;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600593;-58.3861;1
192168;2020;"JUNIO";"LUNES";"2020-06-01";15;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.599688;-58.386857;1
192169;2020;"JULIO";"JUEVES";"2020-07-16";8;"Robo";"Robo total";"NO";"SI";"SAN NICOLAS";1;-34.600589;-58.386733;1
192170;2020;"NOVIEMBRE";"JUEVES";"2020-11-26";15;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.600681;-58.386864;1
192171;2020;"ENERO";"LUNES";"2020-01-13";16;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.600049;-58.386678;1
192172;2020;"JUNIO";"DOMINGO";"2020-06-07";9;"Robo";"Robo total";"SI";"NO";"SAN NICOLAS";1;-34.599688;-58.386857;1
192173;2020;"ENERO";"SABADO";"2020-01-25";5;"Robo";"Robo automotor";"SI";"NO";"SAN NICOLAS";1;-34.600286;-58.382001;1
192174;2020;"FEBRERO";"JUEVES";"2020-02-20";13;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.600365;-58.382321;1
192175;2020;"MARZO";"JUEVES";"2020-03-05";13;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600286;-58.382001;1
192176;2020;"JULIO";"LUNES";"2020-07-06";23;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600286;-58.382001;1
192177;2020;"NOVIEMBRE";"VIERNES";"2020-11-13";14;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600532;-58.382565;1
192178;2020;"NOVIEMBRE";"VIERNES";"2020-11-27";1;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.605091;-58.382963;1
192179;2020;"DICIEMBRE";"MARTES";"2020-12-29";14;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.605099;-58.383627;1
192180;2020;"OCTUBRE";"MIERCOLES";"2020-10-28";1;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.605867;-58.383563;1
192181;2020;"FEBRERO";"VIERNES";"2020-02-14";21;"Robo";"Robo total";"NO";"SI";"SAN NICOLAS";1;-34.605036;-58.382027;1
192182;2020;"FEBRERO";"VIERNES";"2020-02-07";23;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.605099;-58.383627;1
192183;2020;"FEBRERO";"JUEVES";"2020-02-20";11;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.605175;-58.382181;1
192184;2020;"FEBRERO";"VIERNES";"2020-02-07";7;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.604864;-58.382523;1
192185;2020;"MARZO";"MIERCOLES";"2020-03-18";11;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.60533;-58.382173;1
192186;2020;"FEBRERO";"VIERNES";"2020-02-14";21;"Robo";"Robo total";"NO";"SI";"SAN NICOLAS";1;-34.605107;-58.382184;1
192187;2020;"ENERO";"VIERNES";"2020-01-10";9;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.604484;-58.380994;1
192188;2020;"FEBRERO";"MARTES";"2020-02-04";18;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.604987;-58.381734;1
192189;2020;"ABRIL";"SABADO";"2020-04-25";16;"Robo";"Robo total";"NO";"SI";"MONSERRAT";1;-34.615389;-58.381437;1
192190;2020;"MAYO";"SABADO";"2020-05-02";14;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.614689;-58.381715;1
192191;2020;"OCTUBRE";"VIERNES";"2020-10-02";12;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.614244;-58.381284;1
192192;2020;"OCTUBRE";"MIERCOLES";"2020-10-07";7;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.613507;-58.381801;1
192193;2020;"NOVIEMBRE";"JUEVES";"2020-11-26";4;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.614244;-58.381284;1
192194;2020;"DICIEMBRE";"DOMINGO";"2020-12-06";13;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.61309;-58.381226;1
192195;2020;"ENERO";"MIERCOLES";"2020-01-22";17;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.61309;-58.381226;1
192196;2020;"JUNIO";"MARTES";"2020-06-16";14;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.613099;-58.381752;1
192197;2020;"FEBRERO";"LUNES";"2020-02-10";22;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.61532;-58.381506;1
192198;2020;"ENERO";"DOMINGO";"2020-01-05";19;"Robo";"Robo total";"SI";"SI";"MONSERRAT";1;-34.61309;-58.381226;1
192199;2020;"MARZO";"MARTES";"2020-03-31";18;"Robo";"Robo total";"SI";"NO";"MONSERRAT";1;-34.617788;-58.389032;1
192200;2020;"FEBRERO";"DOMINGO";"2020-02-16";13;"Robo";"Robo total";"NO";"NO";"CONSTITUCION";1;-34.618108;-58.389364;1
192201;2020;"ENERO";"DOMINGO";"2020-01-05";16;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.616733;-58.389058;1
192202;2020;"FEBRERO";"MIERCOLES";"2020-02-05";0;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.617995;-58.388971;1
192203;2020;"JULIO";"MIERCOLES";"2020-07-29";18;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.616963;-58.387548;1
192204;2020;"AGOSTO";"JUEVES";"2020-08-06";16;"Robo";"Robo total";"SI";"NO";"MONSERRAT";1;-34.616766;-58.388943;1
192205;2020;"SEPTIEMBRE";"DOMINGO";"2020-09-06";10;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.61668;-58.388534;1
192206;2020;"OCTUBRE";"DOMINGO";"2020-10-04";14;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.616733;-58.389058;1
192207;2020;"NOVIEMBRE";"SABADO";"2020-11-14";20;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.617907;-58.387467;1
192208;2020;"DICIEMBRE";"SABADO";"2020-12-05";14;"Robo";"Robo total";"SI";"SI";"MONSERRAT";1;-34.616703;-58.387495;1
192209;2020;"DICIEMBRE";"VIERNES";"2020-12-25";20;"Robo";"Robo total";"NO";"SI";"MONSERRAT";1;-34.616766;-58.388933;1
192210;2020;"DICIEMBRE";"LUNES";"2020-12-28";19;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.617778;-58.386401;1
192211;2020;"OCTUBRE";"MARTES";"2020-10-27";0;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.616425;-58.387434;1
192212;2020;"OCTUBRE";"LUNES";"2020-10-26";10;"Hurto";"Hurto total";"NO";"NO";"CONSTITUCION";1;-34.617966;-58.386717;1
192213;2020;"OCTUBRE";"SABADO";"2020-10-31";7;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.617995;-58.388971;1
192214;2020;"ENERO";"MIERCOLES";"2020-01-29";9;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.617788;-58.389032;1
192215;2020;"FEBRERO";"MARTES";"2020-02-11";23;"Robo";"Robo total";"SI";"NO";"MONSERRAT";1;-34.616641;-58.389008;1
192216;2020;"FEBRERO";"SABADO";"2020-02-29";8;"Robo";"Robo total";"NO";"NO";"CONSTITUCION";1;-34.618118;-58.389524;1
192217;2020;"ENERO";"LUNES";"2020-01-20";13;"Robo";"Robo total";"NO";"SI";"MONSERRAT";1;-34.615569;-58.388981;1
192218;2020;"FEBRERO";"VIERNES";"2020-02-14";23;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.615723;-58.387542;1
192219;2020;"SEPTIEMBRE";"VIERNES";"2020-09-25";5;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.616058;-58.387436;1
192220;2020;"OCTUBRE";"MIERCOLES";"2020-10-21";10;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.615978;-58.388955;1
192221;2020;"OCTUBRE";"VIERNES";"2020-10-16";12;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.615592;-58.388464;1
192222;2020;"NOVIEMBRE";"SABADO";"2020-11-28";17;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.616058;-58.387436;1
192223;2020;"MARZO";"LUNES";"2020-03-16";11;"Robo";"Robo total";"SI";"SI";"MONSERRAT";1;-34.616125;-58.387436;1
192224;2020;"ENERO";"MIERCOLES";"2020-01-29";14;"Robo";"Robo total";"SI";"NO";"MONSERRAT";1;-34.616703;-58.387495;1
192225;2020;"FEBRERO";"LUNES";"2020-02-03";6;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.617923;-58.389252;1
192226;2020;"FEBRERO";"MARTES";"2020-02-25";2;"Robo";"Robo total";"SI";"NO";"MONSERRAT";1;-34.616703;-58.387495;1
192227;2020;"MAYO";"MARTES";"2020-05-12";8;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.617851;-58.388014;1
192228;2020;"JUNIO";"MARTES";"2020-06-02";11;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.616742;-58.387149;1
192229;2020;"JUNIO";"JUEVES";"2020-06-11";1;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.617717;-58.388968;1
192230;2020;"AGOSTO";"SABADO";"2020-08-15";14;"Hurto";"Hurto total";"NO";"NO";"CONSTITUCION";1;-34.618351;-58.388905;1
192231;2020;"ABRIL";"MIERCOLES";"2020-04-15";21;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.617141;-58.387447;1
192232;2020;"MAYO";"MARTES";"2020-05-26";15;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.616703;-58.387495;1
192233;2020;"JUNIO";"LUNES";"2020-06-29";15;"Robo";"Robo total";"NO";"SI";"MONSERRAT";1;-34.616703;-58.387495;1
192234;2020;"JULIO";"SABADO";"2020-07-04";16;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.616651;-58.386702;1
192235;2020;"JULIO";"DOMINGO";"2020-07-26";17;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.617529;-58.387433;1
192236;2020;"SEPTIEMBRE";"SABADO";"2020-09-12";18;"Hurto";"Hurto automotor";"NO";"NO";"MONSERRAT";1;-34.617907;-58.387467;1
192237;2020;"SEPTIEMBRE";"MARTES";"2020-09-29";17;"Robo";"Robo total";"SI";"NO";"MONSERRAT";1;-34.6179;-58.388807;1
192238;2020;"NOVIEMBRE";"VIERNES";"2020-11-06";7;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.616754;-58.388326;1
192239;2020;"FEBRERO";"DOMINGO";"2020-02-23";14;"Hurto";"Hurto total";"NO";"NO";"CONSTITUCION";1;-34.618108;-58.389364;1
192240;2020;"DICIEMBRE";"JUEVES";"2020-12-31";18;"Robo";"Robo total";"NO";"SI";"MONSERRAT";1;-34.617995;-58.388971;1
192241;2020;"ABRIL";"JUEVES";"2020-04-30";8;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.617916;-58.389131;1
192242;2020;"JULIO";"VIERNES";"2020-07-17";13;"Robo";"Robo total";"SI";"NO";"MONSERRAT";1;-34.616703;-58.387495;1
192243;2020;"SEPTIEMBRE";"DOMINGO";"2020-09-13";14;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.616741;-58.387061;1
192244;2020;"MARZO";"DOMINGO";"2020-03-08";16;"Robo";"Robo total";"NO";"NO";"CONSTITUCION";1;-34.618071;-58.388826;1
192245;2020;"FEBRERO";"MIERCOLES";"2020-02-26";21;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.615569;-58.388981;1
192246;2020;"DICIEMBRE";"SABADO";"2020-12-19";11;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.615562;-58.387248;1
192247;2020;"JULIO";"MIERCOLES";"2020-07-22";4;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.615557;-58.386958;1
192248;2020;"SEPTIEMBRE";"MIERCOLES";"2020-09-09";10;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.615676;-58.388935;1
192249;2020;"OCTUBRE";"LUNES";"2020-10-19";23;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.615564;-58.387347;1
192250;2020;"NOVIEMBRE";"DOMINGO";"2020-11-29";11;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.616101;-58.388965;1
192251;2020;"FEBRERO";"JUEVES";"2020-02-27";13;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.615562;-58.387248;1
192252;2020;"ENERO";"MIERCOLES";"2020-01-01";9;"Hurto";"Hurto total";"NO";"NO";"PARQUE AVELLANEDA";9;-34.642021;-58.483255;1
192253;2020;"ENERO";"JUEVES";"2020-01-02";10;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.615564;-58.387347;1
192254;2020;"FEBRERO";"MIERCOLES";"2020-02-12";21;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.615566;-58.38898;1
192255;2020;"JUNIO";"DOMINGO";"2020-06-21";11;"Hurto";"Hurto total";"NO";"NO";"MONSERRAT";1;-34.616516;-58.389;1
192256;2020;"ABRIL";"DOMINGO";"2020-04-05";11;"Robo";"Robo total";"NO";"NO";"MONSERRAT";1;-34.616668;-58.38776;1
192257;2020;"ENERO";"SABADO";"2020-01-18";19;"Hurto";"Hurto total";"NO";"NO";"SAN NICOLAS";1;-34.600268;-58.381809;1
192258;2020;"FEBRERO";"MARTES";"2020-02-25";17;"Robo";"Robo total";"SI";"NO";"SAN NICOLAS";1;-34.600456;-58.383448;1
192259;2020;"SEPTIEMBRE";"MIERCOLES";"2020-09-02";21;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.600286;-58.382001;1
192260;2020;"AGOSTO";"LUNES";"2020-08-03";18;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.600622;-58.383561;1
192261;2020;"FEBRERO";"SABADO";"2020-02-01";15;"Robo";"Robo total";"NO";"SI";"SAN NICOLAS";1;-34.600323;-58.382439;1
192262;2020;"ENERO";"VIERNES";"2020-01-10";15;"Robo";"Robo total";"NO";"SI";"SAN NICOLAS";1;-34.601457;-58.382833;1
192263;2020;"FEBRERO";"MARTES";"2020-02-18";23;"Robo";"Robo total";"NO";"NO";"SAN NICOLAS";1;-34.60256;-58.38189;1
